AIRLINE4931,AIRLINE4931,"Transportes Aereos Regionales","","TGI","Mexico",0
AIRLINE2758,AIRLINE2758,"Hi-Jet Helicopter Services","","HHS","Suriname",0
AIRLINE4930,AIRLINE4930,"Trabajos Aereos","","TGE","Spain",0
AIRLINE2757,AIRLINE2757,"Hex'Air","UD","HER","France",1
AIRLINE2756,AIRLINE2756,"Hewa Bora Airways","EO","ALX","Democratic Republic of the Congo",0
AIRLINE2755,AIRLINE2755,"Herritage Aviation Developments","","HED","United Kingdom",0
AIRLINE2754,AIRLINE2754,"Herman's Markair Express","","MRX","United States",0
AIRLINE2753,AIRLINE2753,"Heritiage Flight (Valley Air Services)","","SSH","United States",0
AIRLINE2752,AIRLINE2752,"Henebury Aviation","","HAC","Australia",0
AIRLINE2751,AIRLINE2751,"Hemus Air","DU","HMS","Bulgaria",0
AIRLINE2750,AIRLINE2750,"Helvetic Airways","2L","OAW","Switzerland",1
AIRLINE19944,AIRLINE19944,"International AirLink","I4",null,"Jamaica",1
AIRLINE4929,AIRLINE4929,"TG Aviation","","TGC","United Kingdom",0
AIRLINE4928,AIRLINE4928,"Tayside Aviation","","TFY","United Kingdom",0
AIRLINE4927,AIRLINE4927,"Transportes Aereos San Rafael","","SRF","Chile",0
AIRLINE4926,AIRLINE4926,"Thai Flying Service","","TFT","Thailand",0
AIRLINE4925,AIRLINE4925,"Transportes Aereos del Pacifico","","TFO","Mexico",0
AIRLINE4924,AIRLINE4924,"Transafrik International","","TFK","Sao Tome and Principe",0
AIRLINE4923,AIRLINE4923,"Transport Facilitators","","TFI","United States",0
AIRLINE4922,AIRLINE4922,"Thai Flying Helicopter Service","","TFH","Thailand",0
AIRLINE2749,AIRLINE2749,"Helog","","HLG","Switzerland",0
AIRLINE4921,AIRLINE4921,"Trabajos Aereos Murcianos","","AIM","Spain",0
AIRLINE2748,AIRLINE2748,"Hello","HW","FHE","Switzerland",1
AIRLINE4920,AIRLINE4920,"Talon Air","","TFF","United States",0
AIRLINE2747,AIRLINE2747,"Hellas Jet","T4","HEJ","Greece",1
AIRLINE2746,AIRLINE2746,"Heliworks","","HLW","Chile",0
AIRLINE2745,AIRLINE2745,"Helitrans Air Service","","HTS","United States",0
AIRLINE2744,AIRLINE2744,"Helitrans","","HTA","Norway",0
AIRLINE2743,AIRLINE2743,"Helitaxi Ofavi","","OFA","Mexico",0
AIRLINE2742,AIRLINE2742,"Helitalia","","HIT","Italy",0
AIRLINE2741,AIRLINE2741,"Helitafe","","HLT","Mexico",0
AIRLINE2740,AIRLINE2740,"Heliswiss","","HSI","Switzerland",0
AIRLINE19930,AIRLINE19930,"Thai Smile Airways","WE",null,"Thailand",1
AIRLINE4919,AIRLINE4919,"Tair Airways","","TFB","Philippines",0
AIRLINE4918,AIRLINE4918,"Trans-Florida Airlines","","TFA","United States",0
AIRLINE4917,AIRLINE4917,"Tepavia-Trans Airlines","","TET","Moldova",0
AIRLINE4916,AIRLINE4916,"Transeuropean Airlines","UE","TEP","Russia",0
AIRLINE4915,AIRLINE4915,"TAES Transportes Aereos de El Salvador","","TES","El Salvador",0
AIRLINE4914,AIRLINE4914,"Territorial Airlines","","TER","United States",0
AIRLINE17750,AIRLINE17750,"Aviabus","U1","ABI","Russia",1
AIRLINE4913,AIRLINE4913,"Tennessee Airways","","TEN","United States",0
AIRLINE4912,AIRLINE4912,"Tech-Mont Helicopter Company","","TEM","Slovakia",0
AIRLINE2739,AIRLINE2739,"Helisul","","HSU","Portugal",0
AIRLINE4911,AIRLINE4911,"Telford Aviation","","TEL","United States",0
AIRLINE2738,AIRLINE2738,"Heliservicio Campeche","","HEC","Mexico",0
AIRLINE4910,AIRLINE4910,"Tempelhof Airways","","TEH","United States",0
AIRLINE2737,AIRLINE2737,"Heliportugal","","HPL","Portugal",0
AIRLINE2736,AIRLINE2736,"Helipistas","","HLP","Spain",0
AIRLINE2735,AIRLINE2735,"Helios Airways","ZU","HCY","Cyprus",0
AIRLINE13398,AIRLINE13398,"Whitaker Air","^^",null,"Australia",1
AIRLINE2734,AIRLINE2734,"Heliocean","","OCE","France",0
AIRLINE13397,AIRLINE13397,"Wilderness Air",";;",null,"Australia",1
AIRLINE2733,AIRLINE2733,"Helikopterservice Euro Air","","SCO","Sweden",0
AIRLINE2732,AIRLINE2732,"Helikopterdrift","","HDR","Norway",0
AIRLINE13395,AIRLINE13395,"Llloyd Helicopters","::",":::","Australia",0
AIRLINE2731,AIRLINE2731,"Helijet","JB","JBA","Canada",1
AIRLINE13394,AIRLINE13394,"Jayrow","\\'","\\'\\","Australia",1
AIRLINE2730,AIRLINE2730,"Helicsa","","HHH","Spain",0
AIRLINE13392,AIRLINE13392,"Flitestar","GM","===","South Africa",0
AIRLINE13391,AIRLINE13391,"U.S. Air","-+","--+","United States",1
AIRLINE13390,AIRLINE13390,"Lombards Air","++","---","South Africa",0
AIRLINE19928,AIRLINE19928,"All Argentina Express","Z0","Z9H","Argentina",1
AIRLINE19927,AIRLINE19927,"Island Express Air","1X",null,"Canada",1
AIRLINE19923,AIRLINE19923,"Fly Jamaica Airways","","FJM","Jamaica",1
AIRLINE4909,AIRLINE4909,"Tecnicas Fotograficas","","TEF","Spain",0
AIRLINE4908,AIRLINE4908,"Teamline Air","L9","TLW","Austria",0
AIRLINE4907,AIRLINE4907,"Tenir Airlines","","TEB","Kyrgyzstan",0
AIRLINE4906,AIRLINE4906,"Tradewinds Airlines","","TDX","United States",0
AIRLINE4905,AIRLINE4905,"Taxi Aero Nacional Del Evora","","TDV","Mexico",0
AIRLINE4904,AIRLINE4904,"Trade Air","","TDR","Croatia",0
AIRLINE4903,AIRLINE4903,"TRADO","","TDO","Dominican Republic",0
AIRLINE4902,AIRLINE4902,"Tandem Aero","TQ","TDM","Moldova",0
AIRLINE2729,AIRLINE2729,"Helicopteros Y Vehiculos Nacionales Aereos","","HEN","Mexico",0
AIRLINE4901,AIRLINE4901,"Transportes Aereos de Ixtlan","","TDI","Mexico",0
AIRLINE2728,AIRLINE2728,"Helicopteros Internacionales","","HNT","Mexico",0
AIRLINE4900,AIRLINE4900,"Tellavia / Flight One","","TDE","United States",0
AIRLINE2727,AIRLINE2727,"Helicopteros Agroforestal","","HAA","Chile",0
AIRLINE2726,AIRLINE2726,"Helicopteros Aero Personal","","HAP","Mexico",0
AIRLINE13389,AIRLINE13389,"South West Africa Territory Force","??","***","Namibia",0
AIRLINE2725,AIRLINE2725,"Helicopter Training & Hire","","MVK","United Kingdom",0
AIRLINE13388,AIRLINE13388,"Court Line","??","???","United Kingdom",0
AIRLINE2724,AIRLINE2724,"Helicopter & Aviation Services","","JKY","United Kingdom",0
AIRLINE2723,AIRLINE2723,"Helicopter","","HCP","Czech Republic",0
AIRLINE2722,AIRLINE2722,"Helicol","","HEL","Colombia",0
AIRLINE2721,AIRLINE2721,"Helicentre Coventry","","COV","United Kingdom",0
AIRLINE2720,AIRLINE2720,"Helicap","","HLC","France",0
AIRLINE19917,AIRLINE19917,"Jet Suite","","RSP","United States",1
AIRLINE2719,AIRLINE2719,"Helibravo Aviacao","","HIB","Portugal",0
AIRLINE2718,AIRLINE2718,"Heliaviation Limited","","CDY","United Kingdom",0
AIRLINE2717,AIRLINE2717,"Heliavia-Transporte Aereo","","HEA","Portugal",0
AIRLINE2716,AIRLINE2716,"Heliamerica De Mexico","","HMC","Mexico",0
AIRLINE2715,AIRLINE2715,"Heli-Link","","HLK","Switzerland",0
AIRLINE2714,AIRLINE2714,"Heli-Inter Guyane","","HIG","France",0
AIRLINE2713,AIRLINE2713,"Heli-Iberica Fotogrametria","","HIF","Spain",0
AIRLINE2712,AIRLINE2712,"Heli-Iberica","","HRA","Spain",0
AIRLINE2711,AIRLINE2711,"Heli-Holland","","HHE","Netherlands",0
AIRLINE2710,AIRLINE2710,"Heli-Air-Monaco","","MCM","Monaco",0
AIRLINE19908,AIRLINE19908,"Vuola Italia","4S","VI4","Italy",1
AIRLINE17726,AIRLINE17726,"Malaysia Wings","","MWI","Malaysia",1
AIRLINE2709,AIRLINE2709,"Heli Union Heli Prestations","","HLU","France",0
AIRLINE2708,AIRLINE2708,"Heli Trip","","HTP","Mexico",0
AIRLINE2707,AIRLINE2707,"Heli Securite","","HLI","France",0
AIRLINE2706,AIRLINE2706,"Heli Medwest De Mexico","","HLM","Mexico",0
AIRLINE2705,AIRLINE2705,"Heli Hungary","","HYH","Hungary",0
AIRLINE2704,AIRLINE2704,"Heli France","8H","HFR","France",1
AIRLINE2703,AIRLINE2703,"Heli Bernina","","HEB","Switzerland",0
AIRLINE2702,AIRLINE2702,"Heli Ambulance Team","","ALJ","Austria",0
AIRLINE2701,AIRLINE2701,"Heli Air Services","","HLR","Bulgaria",0
AIRLINE2700,AIRLINE2700,"Helenia Helicopter Service","","HHP","Denmark",0
AIRLINE9798,AIRLINE9798,"LÍO Flugmennt","","LIO","Iceland",0
AIRLINE9793,AIRLINE9793,"Transport Aérien Transrégional","IJ",null,"France",0
AIRLINE9784,AIRLINE9784,"Yangon Airways","HK",null,"Burma",1
AIRLINE13335,AIRLINE13335,"Homer Air","MR","OME","Germany",1
AIRLINE9764,AIRLINE9764,"Zest Air","Z2",null,"Philippines",1
AIRLINE13306,AIRLINE13306,"BRAZIL AIR","GB","BZE","Brazil",1
AIRLINE13304,AIRLINE13304,"EuropeSky","ES","EUV","Germany",1
AIRLINE13303,AIRLINE13303,"Parmiss Airlines (IPV)","PA","IPV","Iran",1
AIRLINE5399,AIRLINE5399,"WebJet Linhas A","WJ","WEB","Brazil",1
AIRLINE5398,AIRLINE5398,"Weasua Air Transport Company","","WTC","Liberia",0
AIRLINE5397,AIRLINE5397,"Wayraper","7W","","Peru",1
AIRLINE5396,AIRLINE5396,"Wasaya Airways","","WSG","Canada",0
AIRLINE5395,AIRLINE5395,"Warwickshire Aerocentre Ltd.","","ATX","United Kingdom",0
AIRLINE5394,AIRLINE5394,"Warbelow's Air Ventures","","WAV","United States",0
AIRLINE5393,AIRLINE5393,"Wapiti Aviation","","WPT","Canada",0
AIRLINE5392,AIRLINE5392,"Walter I Linkoping","","GOT","Sweden",0
AIRLINE5391,AIRLINE5391,"Walsten Air Services","","WAS","Canada",0
AIRLINE5390,AIRLINE5390,"Walmart Aviation","","CGG","United States",0
AIRLINE5389,AIRLINE5389,"WSI Corporation","","XWS","United States",0
AIRLINE5388,AIRLINE5388,"WRA Inc","","WRR","United States",0
AIRLINE5387,AIRLINE5387,"WDL Aviation","","WDL","Germany",0
AIRLINE5386,AIRLINE5386,"Volga Aviaexpress","","WLG","Russia",0
AIRLINE5385,AIRLINE5385,"Victoria International Airways","","WEV","Uganda",0
AIRLINE5384,AIRLINE5384,"Viking Express","","WCY","United States",0
AIRLINE5383,AIRLINE5383,"VLM Airlines","VG","VLM","Belgium",1
AIRLINE5382,AIRLINE5382,"Vzlyet","","VZL","Russia",0
AIRLINE5381,AIRLINE5381,"Vuela Bus","","VUS","Mexico",0
AIRLINE5380,AIRLINE5380,"Vuelos Internos Privados VIP","","VUR","Ecuador",0
AIRLINE5379,AIRLINE5379,"Vointeh","","VTV","Bulgaria",0
AIRLINE5378,AIRLINE5378,"Victor Tagle Larrain","","VTL","Chile",0
AIRLINE5377,AIRLINE5377,"Vostok Airlines","","VTK","Russia",0
AIRLINE5376,AIRLINE5376,"Vuelos Corporativos de Tehuacan","","VTH","Mexico",0
AIRLINE5375,AIRLINE5375,"Vuelos Especializados Tollocan","","VTC","Mexico",0
AIRLINE5374,AIRLINE5374,"Virign Islands Seaplane Shuttle","","VSS","United States",0
AIRLINE5373,AIRLINE5373,"VASP","VP","VSP","Brazil",1
AIRLINE5372,AIRLINE5372,"Voronezh Aircraft Manufacturing Society","","VSO","Russia",0
AIRLINE3199,AIRLINE3199,"LAI - Linea Aerea IAACA","KG","BNX","Venezuela",0
AIRLINE5371,AIRLINE5371,"Vision Airways Corporation","","VSN","Canada",0
AIRLINE3198,AIRLINE3198,"LADE - Lineas Aereas Del Estado","","LDE","Argentina",0
AIRLINE5370,AIRLINE5370,"Visig Operaciones Aereas","","VSG","Spain",0
AIRLINE3197,AIRLINE3197,"LACSA","LR","LRC","Costa Rica",1
AIRLINE3196,AIRLINE3196,"L.A.B. Flying Service","JF","LAB","United States",0
AIRLINE3195,AIRLINE3195,"L-3 Communications Flight Internation Aviation","","FNT","United States",0
AIRLINE3194,AIRLINE3194,"L'Express","","LEX","United States",0
AIRLINE3193,AIRLINE3193,"L&L Flygbildteknik","","PHO","Sweden",0
AIRLINE3192,AIRLINE3192,"L R Airlines","","LRB","Czech Republic",0
AIRLINE3191,AIRLINE3191,"L J Aviation","","LJY","United States",0
AIRLINE3190,AIRLINE3190,"L A Helicopter","","LAH","United States",0
AIRLINE5369,AIRLINE5369,"Vickers Limited","","VSB","United Kingdom",0
AIRLINE5368,AIRLINE5368,"VRG Linhas Aereas","RG","VRN","Brazil",1
AIRLINE5367,AIRLINE5367,"Voar Lda","","VRL","Angola",0
AIRLINE5366,AIRLINE5366,"Volare Airlines","","VRE","Ukraine",0
AIRLINE5365,AIRLINE5365,"Vertair","","VRA","United Kingdom",0
AIRLINE5364,AIRLINE5364,"VIP-Avia","","VPV","Georgia",0
AIRLINE5363,AIRLINE5363,"Veteran Air","","VPB","Ukraine",0
AIRLINE5362,AIRLINE5362,"VIP Air","","VPA","Slovakia",0
AIRLINE3189,AIRLINE3189,"Kibris T","KY","KYV","Turkey",0
AIRLINE5361,AIRLINE5361,"Virgin Blue","DJ","VBI","Australia",0
AIRLINE3188,AIRLINE3188,"Kyrgz General Aviation","","KGB","Kyrgyzstan",0
AIRLINE5360,AIRLINE5360,"Virgin Australia","VA","VOZ","Australia",1
AIRLINE3187,AIRLINE3187,"Kyrgyzstan Department of Aviation","","DAM","Kyrgyzstan",0
AIRLINE3186,AIRLINE3186,"Kyrgyzstan Airlines","R8","KGA","Kyrgyzstan",0
AIRLINE3185,AIRLINE3185,"Kyrgyzstan","QH","LYN","Kyrgyzstan",0
AIRLINE3184,AIRLINE3184,"Kyrgyz Trans Avia","","KTC","Kyrgyzstan",0
AIRLINE3183,AIRLINE3183,"Kyrgyz Airlines","N5","KGZ","Kyrgyzstan",0
AIRLINE3182,AIRLINE3182,"Kwena Air","","KWN","South Africa",0
AIRLINE3181,AIRLINE3181,"Kvadro Aero","","QVR","Kyrgyzstan",0
AIRLINE3180,AIRLINE3180,"Kuzu Airlines Cargo","GO","KZU","Turkey",1
AIRLINE5359,AIRLINE5359,"Voyager Airlines","","VOG","Bangladesh",0
AIRLINE5358,AIRLINE5358,"Viaggio Air","VM","VOA","Bulgaria",0
AIRLINE5357,AIRLINE5357,"Vipport Joint Stock Company","","VNK","Russia",0
AIRLINE5356,AIRLINE5356,"Vero Monmouth Airlines","","VMA","United States",0
AIRLINE5355,AIRLINE5355,"Vertical-T Air Company","","VLT","Russia",0
AIRLINE5354,AIRLINE5354,"Varig Log","LC","VLO","Brazil",1
AIRLINE5353,AIRLINE5353,"Vladivostok Air","XF","VLK","Russia",1
AIRLINE5352,AIRLINE5352,"Vueling Airlines","VY","VLG","Spain",1
AIRLINE3179,AIRLINE3179,"Kuwait Airways","KU","KAC","Kuwait",1
AIRLINE5351,AIRLINE5351,"Volare Airlines","VE","VLE","Italy",1
AIRLINE3178,AIRLINE3178,"Kustbevakningen","","KBV","Sweden",0
AIRLINE5350,AIRLINE5350,"Viva Macau","ZG","VVM","Macao",1
AIRLINE3177,AIRLINE3177,"Kurzemes Avio","","KZA","Russia",0
AIRLINE3176,AIRLINE3176,"Kunpeng Airlines","VD","KPA","China",0
AIRLINE3175,AIRLINE3175,"Kuban Airlines","GW","KIL","Russia",1
AIRLINE3174,AIRLINE3174,"Krystel Air Charter","","OPC","United Kingdom",0
AIRLINE3173,AIRLINE3173,"Krym","","KYM","Ukraine",0
AIRLINE3172,AIRLINE3172,"Krylo Airlines","K9","KRI","Russia",0
AIRLINE3171,AIRLINE3171,"Kroonk Air Agency","","KRO","Ukraine",0
AIRLINE3170,AIRLINE3170,"Krimaviamontag","","KRG","Ukraine",0
AIRLINE5349,AIRLINE5349,"Vistajet","","VJT","Canada",0
AIRLINE5348,AIRLINE5348,"Viajes Ejecutivos Mexicanos","","VJM","Mexico",0
AIRLINE5347,AIRLINE5347,"Virgin Atlantic Airways","VS","VIR","United Kingdom",1
AIRLINE5346,AIRLINE5346,"Vinair - Helicoptereos","","VIN","Portugal",0
AIRLINE5345,AIRLINE5345,"Viking Airlines","","VIK","Sweden",0
AIRLINE5344,AIRLINE5344,"Vichi","","VIH","Moldova",0
AIRLINE5343,AIRLINE5343,"Vega Aviation","","VIG","Sudan",0
AIRLINE5342,AIRLINE5342,"VIF Luftahrt","","VIF","Austria",0
AIRLINE3169,AIRLINE3169,"Kremenchuk Flight College","","KFC","Ukraine",0
AIRLINE5341,AIRLINE5341,"VIP Empresarial","","VIE","Mexico",0
AIRLINE3168,AIRLINE3168,"Krasnojarsky Airlines","7B","KJC","Russia",1
AIRLINE5340,AIRLINE5340,"VIP Servicios Aereos Ejecutivos","","VIC","Mexico",0
AIRLINE3167,AIRLINE3167,"Kovar Air","","WOK","Czech Republic",0
AIRLINE3166,AIRLINE3166,"Kosova Airlines","","KOS","Serbia",0
AIRLINE3165,AIRLINE3165,"Kosmos","","KSM","Russia",1
AIRLINE3164,AIRLINE3164,"Kosmas Air","","KMG","Serbia",0
AIRLINE3163,AIRLINE3163,"Korean Air","KE","KAL","Republic of Korea",1
AIRLINE3162,AIRLINE3162,"Koob-Corp - 96 KFT","","KOB","Hungary",0
AIRLINE3161,AIRLINE3161,"Komsomolsk-on-Amur Air Enterprise","","KNM","Russia",0
AIRLINE3160,AIRLINE3160,"Komiinteravia","8J","KMV","Russia",0
AIRLINE20478,AIRLINE20478,"Pouya Air","","PYA","Iran",1
AIRLINE18178,AIRLINE18178,"Vision Airlines (V2)","V2","RBY","United States",1
AIRLINE5339,AIRLINE5339,"Vibroair Flugservice","","VIB","Germany",0
AIRLINE5338,AIRLINE5338,"VHM Schul-und-Charterflug","","VHM","Germany",0
AIRLINE5337,AIRLINE5337,"VH-Air Industrie","","VHA","Angola",0
AIRLINE5336,AIRLINE5336,"Vologda State Air Enterprise","","VGV","Russia",0
AIRLINE5335,AIRLINE5335,"Virgin Nigeria Airways","VK","VGN","Nigeria",1
AIRLINE5334,AIRLINE5334,"VZ Flights","","VFT","Mexico",0
AIRLINE5333,AIRLINE5333,"Virgin Express","TV","VEX","Belgium",1
AIRLINE5332,AIRLINE5332,"Vieques Air Link","","VES","United States",0
AIRLINE3159,AIRLINE3159,"Komiaviatrans State Air Enterprise","","KMA","Russia",0
AIRLINE5331,AIRLINE5331,"Virgin America","VX","VRD","United States",1
AIRLINE3158,AIRLINE3158,"Kom Activity","","KOM","Netherlands",0
AIRLINE5330,AIRLINE5330,"Virgin Express Ireland","","VEI","Ireland",0
AIRLINE3157,AIRLINE3157,"Kogalymavia Air Company","7K","KGL","Russia",1
AIRLINE3156,AIRLINE3156,"Koda International","","OYE","Nigeria",0
AIRLINE3155,AIRLINE3155,"Koanda Avacion","","KOA","Spain",0
AIRLINE3154,AIRLINE3154,"Knights Airlines","","KGT","Nigeria",0
AIRLINE3153,AIRLINE3153,"Knighthawk Express","","KHX","United States",0
AIRLINE3152,AIRLINE3152,"Knight Air","","KNA","Canada",0
AIRLINE3151,AIRLINE3151,"Kiwi International Air Lines","KP","KIA","United States",0
AIRLINE3150,AIRLINE3150,"Kitty Hawk Airways","","KHC","United States",0
AIRLINE18169,AIRLINE18169,"Patriot Airways","P4",null,"United States",1
AIRLINE5329,AIRLINE5329,"Victor Echo","","VEE","Spain",0
AIRLINE5328,AIRLINE5328,"Venescar Internacional","","VEC","Venezuela",0
AIRLINE5327,AIRLINE5327,"Vega Airlines","","VEA","Bulgaria",0
AIRLINE5326,AIRLINE5326,"Volga-Dnepr Airlines","VI","VDA","Russia",1
AIRLINE5325,AIRLINE5325,"Volaris","Y4","VOI","Mexico",1
AIRLINE5324,AIRLINE5324,"Volare Air Charter Company","","VCM","United States",0
AIRLINE5323,AIRLINE5323,"VICA - Viacao Charter Aereos","","VCA","Brazil",0
AIRLINE5322,AIRLINE5322,"Viasa","VA","","Venezuela",0
AIRLINE3149,AIRLINE3149,"Kitty Hawk Aircargo","","KHA","United States",0
AIRLINE5321,AIRLINE5321,"Visionair","","VAT","Ireland",0
AIRLINE3148,AIRLINE3148,"Kish Air","Y9","IRK","Iran",1
AIRLINE5320,AIRLINE5320,"VIP Avia","","PRX","Latvia",0
AIRLINE3147,AIRLINE3147,"Kirov Air Enterprise","","KTA","Russia",0
AIRLINE3146,AIRLINE3146,"Kinshasa Airways","","KNS","Democratic Republic of the Congo",0
AIRLINE10683,AIRLINE10683,"CanXplorer","C2","CAP","Canada",1
AIRLINE3145,AIRLINE3145,"Kinnarps","","KIP","Sweden",0
AIRLINE3144,AIRLINE3144,"Kingston Air Services","","KAS","Canada",0
AIRLINE3143,AIRLINE3143,"Knighthawk Air Express","","KNX","Canada",0
AIRLINE3142,AIRLINE3142,"Kingfisher Airlines","IT","KFR","India",1
AIRLINE3141,AIRLINE3141,"Kingfisher Air Services","","BEZ","United States",0
AIRLINE3140,AIRLINE3140,"King Aviation","","KNG","United Kingdom",0
AIRLINE5319,AIRLINE5319,"VIP Avia","","PAV","Kazakhstan",0
AIRLINE5318,AIRLINE5318,"VIP Air Charter","","FXF","United States",0
AIRLINE5317,AIRLINE5317,"Vision Airlines","","SSI","Nigeria",0
AIRLINE5315,AIRLINE5315,"Viscount Air Service","","VCT","United States",0
AIRLINE5314,AIRLINE5314,"Victoria Aviation","","ENV","United Kingdom",0
AIRLINE5313,AIRLINE5313,"VIA Rail Canada","2R","","Canada",0
AIRLINE5312,AIRLINE5312,"VIM-Aviaservice","","MVY","Russia",0
AIRLINE3139,AIRLINE3139,"Kiev Aviation Plant","","UAK","Ukraine",0
AIRLINE5311,AIRLINE5311,"VIM Airlines","NN","MOV","Russia",1
AIRLINE3138,AIRLINE3138,"Khyber Afghan Airlines","","KHY","Afghanistan",0
AIRLINE10675,AIRLINE10675,"Sharp Airlines","SH","SHA","Australia",1
AIRLINE5310,AIRLINE5310,"Vozdushnaya Academy","","KWA","Kazakhstan",0
AIRLINE3137,AIRLINE3137,"Khors Aircompany","","KHO","Ukraine",0
AIRLINE10674,AIRLINE10674,"Danube Wings (V5)","V5",null,"Slovakia",1
AIRLINE3136,AIRLINE3136,"Khoriv-Avia","","KRV","Ukraine",0
AIRLINE10673,AIRLINE10673,"CanXpress","C1","CA1","Canada",1
AIRLINE3135,AIRLINE3135,"Khoezestan Photros Air Lines","","KHP","Iran",0
AIRLINE3134,AIRLINE3134,"Khazar","","KHR","Turkmenistan",0
AIRLINE3133,AIRLINE3133,"Kharkov Aircraft Manufacturing Company","","WKH","Ukraine",0
AIRLINE3132,AIRLINE3132,"Khalifa Airways","","KZW","Algeria",0
AIRLINE3131,AIRLINE3131,"Keystone Air Services","BZ","KEE","Canada",0
AIRLINE3130,AIRLINE3130,"Keystone Aerial Surveys","","FTP","United States",0
AIRLINE5309,AIRLINE5309,"Vietnam Airlines","VN","HVN","Vietnam",1
AIRLINE5308,AIRLINE5308,"Vernicos Aviation","","GRV","Greece",0
AIRLINE5307,AIRLINE5307,"Voyageur Airways","VC","VAL","Canada",0
AIRLINE5306,AIRLINE5306,"Veritair Ltd","","BTP","United Kingdom",0
AIRLINE5305,AIRLINE5305,"Verataxis","","VTX","Mexico",0
AIRLINE5304,AIRLINE5304,"Veles","","WEL","VELES",0
AIRLINE18140,AIRLINE18140,"Spantax S.A.","","BXS","Spain",0
AIRLINE5303,AIRLINE5303,"Vega Air Company","","WGA","Ukraine",0
AIRLINE5302,AIRLINE5302,"Vega","","VAG","Kazakhstan",0
AIRLINE3129,AIRLINE3129,"Key Lime Air","","LYM","United States",0
AIRLINE5301,AIRLINE5301,"Vasco Air","","VFC","Vietnam",1
AIRLINE3128,AIRLINE3128,"Key Airlines","","KEY","United States",0
AIRLINE5300,AIRLINE5300,"Vanguard Airlines","","VGD","United States",0
AIRLINE3127,AIRLINE3127,"Kevis","","KVS","Kazakhstan",0
AIRLINE3126,AIRLINE3126,"Kenya Airways","KQ","KQA","Kenya",1
AIRLINE3125,AIRLINE3125,"Kent Aviation","","KAH","Canada",0
AIRLINE3124,AIRLINE3124,"Kenn Borek Air","","KBA","Canada",0
AIRLINE3123,AIRLINE3123,"Kenmore Air","M5","KEN","United States",1
AIRLINE3122,AIRLINE3122,"Kendell Airlines","","KDA","Australia",1
AIRLINE3121,AIRLINE3121,"Kelowna Flightcraft Air Charter","","KFA","Canada",0
AIRLINE3120,AIRLINE3120,"Kelner Airways","","FKL","Canada",0
AIRLINE20438,AIRLINE20438,"Naka Nihon Airlines Service","NV","ALS","Japan",0
AIRLINE3119,AIRLINE3119,"Kelix Air","","KLX","Nigeria",0
AIRLINE3118,AIRLINE3118,"Keenair Charter -","","JFK","United Kingdom",0
AIRLINE3117,AIRLINE3117,"Kazaviaspas","","KZS","Kazakhstan",0
AIRLINE3116,AIRLINE3116,"Kazavia","","KKA","Kazakhstan",0
AIRLINE3115,AIRLINE3115,"Kazan Helicopters","","KPH","Russia",0
AIRLINE3114,AIRLINE3114,"Kazan Aviation Production Association","","KAO","Russia",0
AIRLINE3113,AIRLINE3113,"Kaz Air West","","KAW","Kazakhstan",0
AIRLINE10650,AIRLINE10650,"Pal airlines","5P",null,"Chile",1
AIRLINE3112,AIRLINE3112,"Kaz Agros Avia","","KRN","Kazakhstan",0
AIRLINE3111,AIRLINE3111,"Kavouras Inc","","XKA","United States",0
AIRLINE3110,AIRLINE3110,"Kavminvodyavia","KV","MVD","Russia",1
AIRLINE3109,AIRLINE3109,"Kato Airline","","KAT","Norway",0
AIRLINE10646,AIRLINE10646,"Birmingham European","VB",null,"United Kingdom",0
AIRLINE3108,AIRLINE3108,"Katekavia","","KTK","Russia",0
AIRLINE3107,AIRLINE3107,"Kata Transportation","","KTV","Sudan",0
AIRLINE3106,AIRLINE3106,"Kartika Airlines","","KAE","Indonesia",0
AIRLINE3105,AIRLINE3105,"Karthago Airlines","","KAJ","Tunisia",0
AIRLINE10642,AIRLINE10642,"Jc royal.britannica","","JRB","United Kingdom",1
AIRLINE3104,AIRLINE3104,"Karlog Air Charter","","KLG","Denmark",0
AIRLINE3103,AIRLINE3103,"Karibu Airways Company","","KRB","Tanzania",0
AIRLINE3102,AIRLINE3102,"Karat","V2","AKT","Russia",0
AIRLINE3101,AIRLINE3101,"Kansas State University","","KSU","United States",0
AIRLINE3100,AIRLINE3100,"Kanfey Ha'emek Aviation","","KHE","Israel",0
AIRLINE20415,AIRLINE20415,"Cello Aviation","","CLJ","United Kingdom",1
AIRLINE18118,AIRLINE18118,"VietJet Air","","VJC","Vietnam",1
AIRLINE20401,AIRLINE20401,"V Air","ZV","VAX","Taiwan",1
AIRLINE4899,AIRLINE4899,"Tadair","","TDC","Spain",0
AIRLINE4898,AIRLINE4898,"Twin Cities Air Service","","TCY","United States",0
AIRLINE4897,AIRLINE4897,"Thomas Cook Airlines","MT","TCX","United Kingdom",1
AIRLINE4896,AIRLINE4896,"Thomas Cook Airlines","FQ","TCW","Belgium",1
AIRLINE4895,AIRLINE4895,"Transglobal Airways Corporation","","TCU","Philippines",0
AIRLINE4894,AIRLINE4894,"Transcontinental Sur","","TCT","Uruguay",0
AIRLINE4893,AIRLINE4893,"Transcorp Airways","","TCP","United Kingdom",0
AIRLINE4892,AIRLINE4892,"Trans Continental Airlines","","TCN","United States",0
AIRLINE4891,AIRLINE4891,"Teledyne Continental Motors","","TCM","United States",0
